Node ID,Community ID,Degree,Betweeness,Eigenvector,Laplacian,Harmonic,Load
25,4,0.006438495425279567,0.0001079148939261256,0.0007838504847192441,0.00014124416529002462,1051.9761904762202,0.0001252030699186678
26,7,0.06472382243307354,0.0030603028128766345,0.05084645116006628,0.0042213744883338655,1401.6999999999878,0.0029638794828551187
27,7,0.03896984073195527,8.007591798793741e-05,0.05442159937315762,0.0023215084612843184,1209.6999999999869,7.052169652926584e-05
28,11,0.0030498136225008475,0.0001377500663873047,2.9808566344810824e-05,2.3210684483290302e-05,841.5666666666776,0.00016273200959572625
29,11,0.006777363605557439,0.0002237000906474162,2.5373351509592357e-05,5.467161226564082e-05,813.3857142857223,0.0002848765726040462
30,11,0.0016943409013893598,0.0001673420559329515,0.00018602202319701765,2.277067150669295e-05,919.2857142857349,0.0002331458518943708
31,5,0.008132836326668925,0.0008215359543556895,0.0004316394250643458,0.00012452367220288838,1022.9500000000295,0.0008903425519053907
32,11,0.012538122670281262,0.0008171015880210125,2.8155625952603346e-05,0.00012991383115847107,836.269047619058,0.0008461399134069157
33,-1,0.0030498136225008475,0.0004062285065305405,2.673903820446101e-05,1.78205255275027e-05,876.7023809523954,0.0005042565459833111
34,11,0.003727549983056591,8.396908104072904e-05,4.6617295909847035e-06,2.5630755851399838e-05,774.3059523809626,0.00013933745746821366
35,11,0.0023720772619451034,5.3544107253547626e-06,6.839525707160974e-07,1.562046064738449e-05,673.3285714285812,8.137870059711827e-06
36,11,0.0023720772619451034,1.360299182670235e-05,1.089994758534892e-06,1.5400454159802954e-05,707.6095238095405,3.029855064885715e-05
37,2,0.04981362250084717,0.004509978769922703,0.016344677398251514,0.0025628555786108083,1393.7333333333127,0.004331882729410737
38,2,0.0301592680447306,0.004370687506756418,0.010502713680506408,0.0012141058039801594,1268.7499999999866,0.004340912127574857
39,-1,0.011860386309725518,0.00045809396942615043,0.003746394536510927,0.00041823233367152,1190.933333333329,0.0004818225409265129
40,-1,0.009149440867502542,0.002392188162834477,0.0008849123911010299,0.00015323451888616684,1046.3500000000329,0.002296057330923094
41,-1,0.004405286343612335,0.0007297710631248164,5.137176040700667e-05,3.674108349434736e-05,891.6595238095397,0.0007090429920148821
42,-1,0.0033886818027787195,0.0005662507432889948,4.0601070792811466e-05,2.7500810998506565e-05,874.5500000000142,0.0005779208814645248
43,5,0.0016943409013893598,4.6990566547007275e-05,3.456258147936664e-05,9.460278984037021e-06,861.866666666682,8.019615810939121e-05
44,1,0.027109454422229756,0.0005031688750692702,0.0022288041792170236,0.0009805689169775666,1150.809523809536,0.0005435018564883881
45,1,0.0362588952897323,0.0015460213739666036,0.007530042458523399,0.0015905369049337363,1327.1833333333298,0.0016061099600860277
46,1,0.03422568620806506,0.0011944826865262956,0.007029209204341604,0.001480093647962498,1306.8666666666593,0.0011255734782887738
47,1,0.013554727211114878,0.00012656029221443555,0.002183849588144496,0.0004680638032017613,1172.0333333333404,0.0001376696046395317
48,1,0.028464927143341243,0.000876571316906412,0.0030423300336250274,0.0010530610547703004,1195.0333333333379,0.0009211254006407364
49,1,0.03490342256862081,0.0013913987604915149,0.004036817669214759,0.0013992412636248642,1244.6166666666747,0.0013718101182390243
50,1,0.014571331751948493,0.0003875553650308261,0.0018602768702500716,0.0004102020968590168,1175.1166666666734,0.00043281171342997706
51,1,0.007455099966113182,3.827224238128215e-05,0.0008542021388626955,0.00019239567374862375,1088.069047619075,4.5787886428416394e-05
52,1,0.009488309047780414,6.904014919839618e-05,0.0006480366599399841,0.00021681639391504676,1041.6523809524174,8.07569715534918e-05
53,1,0.03422568620806506,0.0011990572311226094,0.00466887006610295,0.0014007813090416233,1254.4833333333365,0.0011538638470052543
54,1,0.018637749915282956,0.0006167974062703883,0.003773641135726198,0.0006453890325229789,1221.533333333335,0.0006393999985403217
55,0,0.02473737716028465,0.0012087915147892831,0.0051998566127920256,0.0008957564158569085,1229.3666666666675,0.0012459276960772633
56,1,0.015249068112504236,0.0003245884864144364,0.0011245157135972054,0.0003895214869888562,1108.183333333356,0.00036060204165622324
57,1,0.01389359539139275,0.0005426593564457717,0.0011671102321521105,0.0003498103159060112,1134.28333333335,0.000597022314551342
58,1,0.012538122670281262,0.00019917814732666635,0.0016119812294608207,0.0003328698163306787,1144.416666666681,0.00023475420823398777
59,1,0.02677058624195188,0.00033867590323043855,0.0023286534821089226,0.0009296374150073686,1154.8166666666766,0.0003557123988517125
60,1,0.02439850898000678,0.0016000985431387034,0.008816288729729052,0.0009354675869397536,1249.2666666666582,0.0016134917539733947
61,1,0.029481531684174857,0.0008949238596094944,0.0036864797176092983,0.001042940756322904,1210.0500000000006,0.0008975906148132715
62,1,0.025753981701118266,0.0002508048349824052,0.0025347443021522466,0.0009256772982243442,1154.459523809533,0.0002464921687039018
63,1,0.023720772619451037,0.0002465170754459465,0.0031316356614889537,0.0008954264061247166,1184.0500000000059,0.00024763297262060365
64,1,0.022365299898339547,0.0005856925932482879,0.0041122667995880146,0.0008055537557802579,1228.1833333333282,0.0006293993042808032
65,1,0.03320908166723145,0.0009093203248122041,0.004783348044306894,0.001295288198048141,1236.7333333333318,0.0009299478313560673
66,1,0.04879701796001356,0.002139325549251622,0.01072759786073944,0.002512144083129216,1363.2833333333174,0.0020098478326156678
67,1,0.027448322602507628,0.000407226048674161,0.0041659268440419825,0.0010961823264170108,1209.9833333333356,0.0004101264027627892
68,1,0.03456455438834294,0.0008069840169072589,0.005759642809428667,0.0014285021265277114,1259.316666666659,0.0008088409005224378
69,1,0.027109454422229756,0.00019125143368247952,0.0033256775828345506,0.001043930785518865,1184.1261904761952,0.0001984738286606094
70,1,0.035920027109454425,0.0009623258750948909,0.007075636630815661,0.0015898768854691475,1294.3999999999942,0.0008890032270138
71,1,0.02270416807861742,0.0001598835409727955,0.002403380437130423,0.0008393247516867223,1132.3690476190636,0.0001631165090930607
72,1,0.02405964079972891,0.0003341160436282632,0.002428272177120962,0.0008800259519653235,1160.1833333333439,0.0003436481586375928
73,1,0.019993222636394446,0.0003368636920455596,0.001771179259100872,0.00062569845184714,1138.1166666666793,0.0003630456063547291
74,1,0.0325313453066757,0.0002897398533289149,0.0037110809107949905,0.001313878746284023,1185.31666666667,0.0002896586808607406
75,2,0.005421890884445951,0.00014211965734529185,0.0002552933112807211,5.8741732293480444e-05,971.2190476190756,0.0002672206611353863
76,2,0.0023720772619451034,2.8570943032026292e-06,7.513482822828281e-05,1.71605060637336e-05,862.5023809523927,7.185461487237086e-06
77,11,0.0023720772619451034,2.488786797252384e-05,1.0593006958088803e-06,1.1770347107536201e-05,706.1654761904898,4.587125808514724e-05
78,11,0.0057607590647238225,0.0016864393417954774,7.170357659699232e-05,5.621165768198993e-05,916.4976190476357,0.0019920295686095303
79,-1,0.0030498136225008475,7.888102737515899e-05,2.643854239821904e-05,2.167063906714609e-05,871.752380952394,0.0001129698317587858
80,-1,0.0030498136225008475,6.876507037256057e-05,2.701565563714154e-05,2.64007785593695e-05,827.6190476190561,8.339556998130331e-05
81,11,0.007116231785835311,0.0006443778123833305,2.2273919723551822e-05,5.8961738781471776e-05,826.3690476190556,0.0008100459274418592
82,11,0.013215859030837005,0.0008317573217211617,3.784141029119845e-05,0.00014553429180606047,850.4523809523935,0.0009101022708845925
83,11,0.006438495425279567,0.00016534716944786973,2.5859046617197608e-05,5.3681583069474935e-05,822.8428571428635,0.00022327454368086775
84,11,0.005421890884445951,4.982404795222571e-05,1.2425571475787186e-05,3.5201038078203145e-05,774.2785714285802,6.702815673244783e-05
85,11,0.003727549983056591,1.4017190048104557e-05,6.639312874908189e-06,3.0250892099217787e-05,757.2119047619135,1.9291577659728074e-05
86,11,0.0033886818027787195,0.0003588365253478874,9.945887508728296e-05,3.157093102614129e-05,886.3857142857289,0.0004739804979455091
87,11,0.007116231785835311,6.525787072412826e-05,1.2710991002737168e-05,5.555163821801594e-05,780.5619047619133,8.47728432767215e-05
88,11,0.004405286343612335,2.1481684132094254e-05,2.521538799404213e-06,3.190094075874298e-05,724.9452380952545,2.682083993887309e-05
89,-1,0.04676380887834632,0.002217213874742664,0.02462327696474963,0.0026729688258506743,1416.9833333333254,0.00211722549703813
90,1,0.04201965435445612,0.002669465600522996,0.010390600675051796,0.002118332469624529,1333.9999999999936,0.0026421932404993888
91,-1,0.0013554727211114877,1.9044980423947837e-05,2.6592731875671457e-06,4.840142735809279e-06,752.1976190476279,4.1696343056098545e-05
92,11,0.006438495425279567,8.584482428968543e-05,6.096244226043772e-06,4.620136247838438e-05,765.7214285714379,0.00013229896156787685
93,11,0.004744154523890207,9.965581980249085e-05,7.423800901458881e-06,3.201094400294354e-05,772.3214285714367,0.0001552622193734295
94,4,0.006099627245001695,6.193859172825429e-05,0.0008109773949522052,0.00012903380520671066,1034.4333333333673,7.046312729934607e-05
95,4,0.008471704506946799,0.00024201076659610124,0.0009909583391227935,0.00018986559913631364,1075.6000000000224,0.00027318016367419533
96,4,0.050152490681125046,0.00335941173301985,0.012814734829517916,0.00247144288285082,1373.8999999999862,0.003247849364389797
97,2,0.0027109454422229754,0.00014773255353176047,0.00038147672772077573,4.301126840291988e-05,957.4000000000293,0.0001565096075920599
98,2,0.02338190443917316,0.001214794515880295,0.011508245957474685,0.0009178670678998324,1224.483333333324,0.0012239506532419383
99,2,0.02405964079972891,0.0062990451198029285,0.004559246243084794,0.0007566023122015722,1227.633333333331,0.0062088859085765195
100,11,0.003727549983056591,0.0005426649582031557,5.3623607899600095e-05,3.531104132199391e-05,875.2190476190592,0.000544451315681807
101,2,0.008471704506946799,0.0002709017553896763,0.0027511281602816936,0.0002651078180293488,1145.3166666666762,0.00032588279116915243
102,2,0.033886818027787195,0.004932153335893606,0.021944774028350517,0.0016259579495001356,1329.1166666666547,0.004680846416422302
103,2,0.0016943409013893598,1.22954254662827e-07,6.506585381507294e-05,1.1990353595527533e-05,852.4547619047728,2.6677120221990587e-07
104,2,0.019993222636394446,0.003475481884105392,0.006662537311194352,0.0006432989708868563,1211.9333333333282,0.0032577346157303165
105,2,0.0016943409013893598,6.923451311730715e-06,7.409285577538938e-05,1.3090386035074392e-05,872.3357142857272,1.4203163200595303e-05
106,2,0.0023720772619451034,9.045459436174239e-06,8.396010906332585e-05,1.826053850348536e-05,878.3690476190612,1.827804255502668e-05
107,2,0.00881057268722467,0.0016943241932742869,0.001256443033852557,0.00015994471676969755,1085.5166666666894,0.0019775426451718978
108,2,0.007455099966113182,0.0003242964309043756,0.001298884442079732,0.00016852496980135945,1091.6357142857373,0.0003678009980129459
109,2,0.006777363605557439,0.0003019206990404695,0.0008389710569724544,0.00011693344836800704,1052.7190476190808,0.00037465159019074484
110,3,0.004405286343612335,6.822272420346819e-06,0.00035832235208341245,6.853202100888976e-05,938.1190476190714,1.1511436219970087e-05
111,-1,0.011182649949169773,0.0008383153280686796,0.0016927137669071526,0.0002975587750080701,1124.583333333348,0.0009209894835531783
112,3,0.009488309047780414,0.0009869005637364045,0.000812311617647514,0.00015125446049383507,1017.5523809524154,0.0010707049647532363
113,3,0.009149440867502542,0.0006392022596861885,0.0005406790349066603,0.0001218835943469924,988.8857142857473,0.0007593740350276963
114,3,0.01219925449000339,0.0010842617591816197,0.0014253872414871148,0.00022517664045912714,1012.2928571428893,0.0011397759239462355
115,3,0.009149440867502542,9.954875874966317e-05,0.0015634964539300094,0.00020471603707572847,1028.1857142857468,0.0001568237460061647
116,3,0.009149440867502542,0.0008085002165826867,0.0007121872221056471,0.00013948411338650377,1005.5357142857483,0.0008624887630893702
117,3,0.02439850898000678,0.0024429988792447972,0.008176711645231571,0.001012909870712497,1249.8999999999917,0.0022365001883056655
118,3,0.013215859030837005,0.0009012516085319824,0.0018752002095949064,0.0002868884603406954,1047.5357142857456,0.0009940480817075808
119,3,0.02643171806167401,0.0023021376366662155,0.008015892452973898,0.0010650514083664425,1240.5666666666573,0.0022550978852886113
120,3,0.004744154523890207,3.478142361253664e-05,0.0002687666484426402,5.533163172920502e-05,931.804761904786,7.542894134811365e-05
121,3,0.01219925449000339,0.000916285653853775,0.0024843728634731353,0.00028380836950922663,1055.7023809524103,0.0009284426325397458
122,3,0.033886818027787195,0.0037858369863239733,0.011596291846074422,0.0015386153737669626,1311.0166666666523,0.00362319100641695
123,3,0.005083022704168079,3.117552085303708e-05,0.0002144308692453542,5.445160577785439e-05,912.3238095238296,5.89351093775067e-05
124,3,0.0023720772619451034,6.891100277706265e-08,7.212467803660698e-05,2.5300746118388357e-05,806.71071428572,1.271514080270323e-07
125,3,0.0023720772619451034,5.051795869820138e-07,0.00012567602762630388,2.9810879122620435e-05,878.6761904762069,1.3764527552423434e-06
126,3,0.0030498136225008475,1.5486389926005594e-05,0.00015943280348583612,3.7401102957911555e-05,907.7119047619241,3.080511549240811e-05
127,3,0.0020332090816672314,1.8030503941081542e-06,6.977301500997144e-05,2.2880674750893513e-05,847.5000000000081,2.863382388088696e-06
128,3,0.0030498136225008475,6.19672464971901e-07,7.598610077131912e-05,2.9480869390633438e-05,807.71071428572,1.4156740660976805e-06
129,3,0.0013554727211114877,0.0,3.176319765626742e-05,1.4080415231445176e-05,776.9702380952419,0.0
130,3,0.0010166045408336157,0.0,1.8792398827012146e-05,9.680285471618558e-06,749.2523809523844,0.0
131,5,0.00881057268722467,2.67257980307819e-06,0.002832877835320859,0.0003276996638624726,1086.0833333333533,3.7239482167785703e-06
132,5,0.025076245340562523,0.00023896138775499604,0.007256936654226756,0.0010059796663405654,1199.283333333325,0.00024909873638190506
133,5,0.030498136225008472,0.0001909669139954381,0.009452856534447133,0.0013098086262567981,1205.266666666654,0.0001913318148182467
134,3,0.02812605896306337,0.00027981459382787373,0.017687041489600278,0.0013847208354176414,1236.016666666651,0.0002808671962003493
135,5,0.0325313453066757,0.0003021729130706369,0.009435154593134222,0.0013749305467018222,1209.6999999999866,0.00030714738600267244
136,4,0.007116231785835311,0.0003328829763643539,0.0009329812431643482,0.0001661048984326352,1071.1000000000267,0.0003852390954578688
137,4,0.023720772619451037,0.0021791772972583707,0.0034632134055921603,0.0007006106610077784,1201.183333333329,0.0022275914245350257
138,4,0.021687563537783804,0.0013037116084293012,0.003088815851750353,0.000626248468067733,1161.992857142864,0.0012891176080725474
139,4,0.008132836326668925,6.0671860880986454e-05,0.0024978359768319937,0.00029260862902867493,1125.7166666666747,6.739858086093473e-05
140,-1,0.07082344967807523,0.006586403871641971,0.023143827598572687,0.004255805503704509,1422.3499999999744,0.006168898373034896
141,4,0.03998644527278889,0.0026602003083983166,0.01346459543961446,0.0017766623937739924,1338.283333333318,0.002804442047040843
142,-1,0.04506946797695697,0.0020270397076809885,0.011114858506264645,0.0020568406562305424,1303.3166666666552,0.0020626020320872367
143,4,0.00881057268722467,7.953730917622001e-05,0.0019353318816679407,0.000270937989961324,1123.6500000000094,8.925264100119547e-05
144,-1,0.01728227719417147,0.00022781827886999707,0.007351772766609394,0.0005651966676501387,1158.0666666666725,0.0002539584197706496
145,-1,0.03151474076584209,0.0016549080176605589,0.020007614483418038,0.0014502827688392629,1299.2166666666515,0.001693052885160505
146,4,0.009488309047780414,4.178400223186631e-05,0.002188379812109545,0.00030569901506395425,1126.416666666679,4.6418466190899525e-05
147,4,0.02677058624195188,0.0005409752619383115,0.011774977019163134,0.0011278632606873528,1243.3333333333203,0.000554349207383739
148,-1,0.016604540833615726,0.0005553905397950901,0.002745476663597332,0.00048643434494821783,1194.400000000004,0.0006387320473495403
149,4,0.021348695357505932,0.0008384717670985612,0.0031952954920183942,0.0005970976084090867,1177.0500000000047,0.0009285783728935013
150,-1,0.06845137241613013,0.006170153677556234,0.021858285299858202,0.004063629836443672,1403.5166666666407,0.005714281129164891
151,4,0.007793968146391055,5.025540284272297e-05,0.0013945216918032823,0.00019866585865596688,1080.726190476211,6.147200232515259e-05
152,4,0.011860386309725518,8.958604660197821e-05,0.002802379119260514,0.000401841850315756,1154.9833333333384,0.0001011803399436514
153,3,0.0016943409013893598,8.50893108042365e-09,4.882717957247332e-05,1.892055796745935e-05,791.6535714285766,8.508931080423637e-09
154,1,0.01050491358861403,0.00010461896238654172,0.000803310217804756,0.00026345776936900403,1061.8595238095563,0.00010728442763785713
155,1,0.01965435445611657,0.0002053087016081585,0.0014836212430412719,0.0005734469109496088,1126.733333333352,0.00021235998732493602
156,1,0.006099627245001695,8.855927190931875e-05,0.0004909211312033319,0.00012584371113124614,1022.9285714286086,0.00011154195298661087
157,2,0.004066418163334463,1.1454815753614124e-05,0.0005015145478954266,6.314186205330706e-05,980.2666666666989,2.2981132689503498e-05
158,2,0.007455099966113182,0.0007724829343048002,0.0017463374058734956,0.00018799554398900203,1115.9261904762063,0.0009231551384414938
159,9,0.03490342256862081,0.0014396034389499595,0.008669090751049373,0.0014633731548741324,1281.9499999999869,0.0015036949041183573
160,4,0.003727549983056591,0.00020813924421487592,0.0001427895356850723,4.004118081421732e-05,929.5166666666887,0.00025706065381109303
161,-1,0.0020332090816672314,0.0005345157738777132,2.0024145506013102e-05,1.0450308179588216e-05,852.8666666666767,0.0005065136988401725
162,7,0.04879701796001356,0.0007934955650754702,0.055230447765801195,0.0029968183761737086,1314.7666666666462,0.0007901677371609378
163,7,0.018976618095560827,1.3943166944493028e-05,0.023474142779690493,0.0008631954556337818,1107.6166666666788,1.4483763610878173e-05
164,7,0.0386309725516774,0.00012254355704979116,0.05445492507664306,0.002348129246332089,1246.7166666666492,0.00010471276407263925
165,7,0.03998644527278889,0.00014948575557784626,0.05489819286789924,0.002420511380880827,1238.6999999999825,0.00014726172594297794
166,7,0.02677058624195188,8.8825654442495e-05,0.03176567757821728,0.0013332393172268504,1186.2666666666557,8.521794804850895e-05
167,7,0.03930870891223314,0.00010313231182078661,0.05704330706320081,0.002430081663108655,1240.1499999999858,9.579561972690071e-05
168,7,0.03422568620806506,8.968205647950774e-05,0.04850008591515744,0.0020142694008050397,1222.283333333318,7.514291677945063e-05
169,3,0.030837004405286347,0.0003649814840516514,0.018267176007504327,0.0015734864021142033,1256.7833333333147,0.00035331494806360714
170,7,0.02100982717722806,2.658870627957045e-05,0.025636898197787077,0.0009833189980770485,1127.4000000000053,2.491101301743428e-05
171,7,0.018976618095560827,4.519196728291899e-05,0.020594176524645826,0.0008510950987944635,1129.7000000000048,5.202977823048164e-05
172,7,0.04032531345306676,0.000285281613745238,0.05611848507918428,0.002490363440817255,1265.899999999985,0.000301474770976289
173,7,0.030837004405286347,5.6026603880063354e-05,0.04208894832048975,0.0016948199802416272,1199.3166666666546,5.174408829719835e-05
174,7,0.05252456794307015,0.0015929357839438085,0.05048394487228668,0.0031257421781368333,1342.6833333333234,0.0015292428736680944
175,7,0.0640460860725178,0.0014847494559041324,0.06746362296290395,0.004299146781838391,1362.933333333322,0.0014001628804380466
176,7,0.025076245340562523,3.8877259080453564e-05,0.032945820431788946,0.0012830778379656464,1169.1499999999942,3.772360585697886e-05
177,3,0.030498136225008472,0.0003691081519864687,0.01782364875410705,0.001463043145142965,1246.1666666666486,0.0003729792084558112
178,7,0.04032531345306676,0.00019814567334255968,0.05708400077717222,0.0025427249849600112,1268.9833333333195,0.00020442477789221343
179,7,0.03558115892917655,0.00017203362443328835,0.04953404581617777,0.0020951217851414437,1243.0499999999831,0.00016992757099765365
180,7,0.03456455438834294,9.640978202888623e-05,0.04887056303417302,0.002033849978235858,1223.1999999999855,8.303261821925082e-05
181,7,0.03998644527278889,0.00017421459345418852,0.053522755574113526,0.002407861007820506,1249.0833333333148,0.00015339639374794154
182,7,0.04235852253473399,0.00017534117033065323,0.05954742733138106,0.0026518482030037115,1263.7166666666503,0.00016275969668507053
183,7,0.01965435445611657,3.490669591456078e-05,0.021133996192860934,0.0008431748652267756,1122.292857142864,4.0304099209465905e-05
184,7,0.03558115892917655,0.00019693461055952742,0.048113301991383035,0.0020532105491793003,1230.3999999999846,0.00018612481381992036
185,3,0.028803795323619114,0.0003506047343098869,0.017100712400974275,0.001368440355306283,1238.0499999999838,0.00036097555034719054
186,7,0.037614368010843786,0.00011647939809447261,0.05546519457909172,0.002316998328280496,1225.6833333333198,0.00010340555124189068
187,7,0.021348695357505932,2.5582253714332485e-05,0.025963856821085398,0.000993879309501042,1137.0500000000015,2.6155437614426738e-05
188,7,0.025415113520840395,9.931812113471677e-05,0.034119532536659884,0.0013252090804153716,1179.383333333325,9.756268934630602e-05
189,-1,0.05184683158251441,0.0048994378194526225,0.02807470210348018,0.002759651382119464,1355.4666666666506,0.004887313336239521
190,7,0.039647577092511016,0.00021233569463069245,0.05629550803878048,0.002442952042655943,1254.3499999999838,0.00019685642112233573
191,7,0.03422568620806506,0.0001363790165076603,0.04868342118691296,0.0020188895370528573,1228.5833333333167,0.00012366665440321372
192,7,0.03456455438834294,5.292033612268202e-05,0.048784524622323244,0.0020008490050375683,1198.7499999999864,4.779355039210308e-05
193,7,0.02473737716028465,4.4087222524521006e-05,0.03267494535300091,0.0012663573448778956,1158.5499999999954,4.082262891798239e-05
194,-1,0.0016943409013893598,1.1441454736801578e-05,1.421825610251869e-06,6.600194640354617e-06,719.4226190476302,1.3463713745691942e-05
195,11,0.004066418163334463,1.9106727720145103e-05,5.527979572525443e-06,3.1460927783375e-05,762.3380952381044,3.671570930861446e-05
196,-1,0.0023720772619451034,1.1718304841991841e-05,1.7692619641115517e-05,2.1230626090958532e-05,816.6523809523893,1.3594972042540017e-05
197,13,0.0013554727211114877,9.565403227681747e-05,1.241816855424517e-08,3.4101005644803195e-06,578.516666666658,0.00011716987681499386
198,13,0.0010166045408336157,1.148705695857193e-07,6.008244986297105e-10,2.0900616359176433e-06,513.2750000000162,1.148705695857193e-07
199,12,0.0020332090816672314,0.00023988511424629272,2.380893352959306e-08,4.8401427360141764e-06,577.1059523809454,0.00027883303194580297
200,12,0.0013554727211114877,1.4067607878542381e-05,2.3706059254114708e-08,3.5201038074515e-06,575.2726190476124,1.842775812649728e-05
201,12,0.0016943409013893598,2.602524570301708e-05,2.4277651854266164e-08,4.070120027839621e-06,575.7916666666598,3.7606478895139085e-05
202,-1,0.0020332090816672314,0.0020012499172362484,2.674159259756235e-06,5.280155711791941e-06,751.569047619055,0.0020495986703799123
203,12,0.0010166045408336157,8.145514769296993e-05,2.477381833603385e-08,2.5300746116954077e-06,600.1154761904689,0.00011266322603897465
204,4,0.006777363605557439,0.0011142950387482136,0.0009613080793491935,0.0001667649178968141,1082.7666666666894,0.0011671351049628213
205,4,0.011521518129447645,0.0005078908073956966,0.002178701752095474,0.00030525900208797156,1149.1333333333403,0.0005443533829585141
206,-1,0.009149440867502542,0.0015422222840152874,0.0004563222599975639,0.00014938440534590877,1037.8261904762196,0.0017178565776028456
207,2,0.022365299898339547,0.0025714550085177592,0.004127853485553641,0.0005996276830201674,1193.500000000001,0.002759091499118542
208,11,0.010843781768891902,0.004280802969953353,0.0003571416433887339,0.00015323451888596195,1015.0428571428879,0.0042541728777204715
209,-1,0.005421890884445951,0.00017872226327037702,0.00024123084192463338,6.479191071365184e-05,975.0428571428852,0.00023291093812426595
210,3,0.004066418163334463,5.425099118223293e-06,0.0003522468740762064,6.380188151748595e-05,937.4523809524047,8.345070697789298e-06
211,2,0.02643171806167401,0.005196710630848687,0.004804534698814958,0.0007801430064172593,1227.3833333333268,0.0051919999156203635
212,11,0.011182649949169773,0.002646435592711807,0.0002813504139250973,0.00015389453834952613,1008.6833333333619,0.0026834930547686878
213,-1,0.0013554727211114877,3.9268307595858145e-06,1.0072083836889354e-06,4.400129759416823e-06,709.7619047619169,7.175594618393941e-06
214,11,0.0013554727211114877,2.4081091089429834e-05,1.2521114276641207e-05,7.920233567687911e-06,784.761904761912,3.575476687728068e-05
215,11,0.0020332090816672314,1.3525163938312415e-05,1.6574867589549333e-05,1.507044442761106e-05,798.8690476190525,3.0271546094073965e-05
216,2,0.018298881735005084,0.00045606481052175995,0.005239465668993992,0.0005463861129264702,1168.3000000000018,0.00047015919143971786
217,2,0.022365299898339547,0.0015976458659312472,0.009300398736399729,0.0008373446932952102,1229.2499999999884,0.001657275485011411
218,2,0.01626567265333785,0.0003891425375654461,0.009743278920264765,0.0006617795158779232,1231.316666666654,0.0003990718326034705
219,2,0.008132836326668925,0.0013182285531396832,0.001188465353679781,0.0001349739803826815,1039.000000000037,0.0013086187810021778
220,2,0.0362588952897323,0.007767686564276667,0.021056394173810097,0.0017076903597880956,1340.8666666666545,0.007282908760927727
221,2,0.020332090816672317,0.0004666674895124454,0.006288767937093305,0.0006223983545280897,1166.266666666671,0.00047284153263057256
